# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/bth/bth_genome.gtf" "-o" "feature_counts/bth_1110.txt" "sam/sam_11_09/275-1_bth.sorted.bam" "sam/sam_11_09/275-2_bth.sorted.bam" "sam/sam_11_09/275-3_bth.sorted.bam" "sam/sam_11_09/275-4_bth.sorted.bam" "sam/sam_11_09/275-5_bth.sorted.bam" "sam/sam_11_09/278-1_bth.sorted.bam" "sam/sam_11_09/278-2_bth.sorted.bam" "sam/sam_11_09/278-3_bth.sorted.bam" "sam/sam_11_09/278-4_bth.sorted.bam" "sam/sam_11_09/278-5_bth.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	275-1_bth.sorted.bam	275-2_bth.sorted.bam	275-3_bth.sorted.bam	275-4_bth.sorted.bam	275-5_bth.sorted.bam	278-1_bth.sorted.bam	278-2_bth.sorted.bam	278-3_bth.sorted.bam	278-4_bth.sorted.bam	278-5_bth.sorted.bam
gene-FE838_RS12390	NZ_CP040530.1	3299061	3299423	+	363	NA	31	11	4	19	10	4	4	2	5	8
gene-FE838_RS12395	NZ_CP040530.1	3299456	3300349	+	894	NA	37	8	6	26	7	4	7	2	6	10
gene-FE838_RS12400	NZ_CP040530.1	3300871	3302064	+	1194	NA	18	7	11	18	25	1	2	1	4	9
gene-FE838_RS12405	NZ_CP040530.1	3302612	3304771	+	2160	NA	46	13	19	17	22	1	4	3	30	8
gene-FE838_RS12410	NZ_CP040530.1	3304936	3306345	+	1410	NA	876	89	37	107	53	47	84	80	290	118
gene-FE838_RS12415	NZ_CP040530.1	3306465	3307688	+	1224	pepT	394	352	303	300	416	114	263	43	261	376
gene-FE838_RS12420	NZ_CP040530.1	3307738	3308823	+	1086	gcvT	286	338	229	293	405	127	271	29	252	318
gene-FE838_RS12425	NZ_CP040530.1	3308974	3311247	+	2274	NA	374	92	52	132	155	29	45	19	75	57
gene-FE838_RS12430	NZ_CP040530.1	3311297	3311722	+	426	NA	790	200	208	485	598	103	98	32	199	244
gene-FE838_RS12435	NZ_CP040530.1	3311797	3312219	-	423	NA	129	17	11	25	21	6	9	14	28	16
gene-FE838_RS12440	NZ_CP040530.1	3312321	3312887	-	567	pth	285	20	8	34	29	13	22	17	59	26
gene-FE838_RS12445	NZ_CP040530.1	3313026	3313616	-	591	NA	4388	495	249	702	485	274	416	417	1182	582
gene-FE838_RS12450	NZ_CP040530.1	3313753	3314157	-	405	NA	332	61	44	77	82	34	53	27	98	68
gene-FE838_RS12455	NZ_CP040530.1	3314326	3315252	+	927	nusB	1211	161	137	273	232	163	208	63	346	245
gene-FE838_RS12460	NZ_CP040530.1	3315293	3315610	+	318	yajC	713	172	166	306	349	233	222	32	217	307
gene-FE838_RS12465	NZ_CP040530.1	3315632	3316645	+	1014	NA	405	79	42	82	132	64	87	33	151	103
gene-FE838_RS12470	NZ_CP040530.1	3316635	3317249	+	615	coaE	134	26	10	23	32	15	21	4	50	25
gene-FE838_RS12475	NZ_CP040530.1	3317274	3317708	+	435	NA	328	78	36	93	123	84	117	71	162	113
gene-FE838_RS12480	NZ_CP040530.1	3317930	3318178	+	249	NA	130	18	11	38	51	15	20	1	15	25
gene-FE838_RS12485	NZ_CP040530.1	3318238	3320826	-	2589	clpB	3093	1355	1479	2803	1712	1282	1576	78	732	1255
gene-FE838_RS12490	NZ_CP040530.1	3321050	3321634	+	585	NA	226	62	51	105	108	34	77	8	78	96
gene-FE838_RS12495	NZ_CP040530.1	3321692	3322588	+	897	NA	277	77	40	106	116	31	57	9	66	102
gene-FE838_RS12500	NZ_CP040530.1	3322590	3324311	-	1722	NA	363	65	56	104	107	34	53	13	76	54
gene-FE838_RS12505	NZ_CP040530.1	3324678	3325316	-	639	NA	90	25	18	37	41	14	8	4	21	23
gene-FE838_RS12510	NZ_CP040530.1	3326426	3328804	+	2379	NA	15	2	4	5	8	7	4	0	2	2
gene-FE838_RS12515	NZ_CP040530.1	3328807	3330003	+	1197	NA	3	1	3	1	4	3	3	0	2	3
gene-FE838_RS12520	NZ_CP040530.1	3330006	3331034	+	1029	NA	3	1	0	0	3	3	3	0	0	1
gene-FE838_RS12525	NZ_CP040530.1	3331046	3333505	+	2460	NA	30	9	10	11	21	7	17	3	9	10
gene-FE838_RS12530	NZ_CP040530.1	3333606	3334790	+	1185	NA	29	8	8	17	20	5	4	1	4	5
gene-FE838_RS12535	NZ_CP040530.1	3334956	3335378	+	423	NA	68	11	10	20	33	10	17	1	12	25
gene-FE838_RS12540	NZ_CP040530.1	3335390	3335764	+	375	NA	96	32	25	52	60	31	27	3	22	39
gene-FE838_RS12545	NZ_CP040530.1	3335882	3336874	+	993	NA	439	74	70	181	115	63	95	26	235	82
gene-FE838_RS12550	NZ_CP040530.1	3337019	3338011	-	993	recA	1301	313	192	394	337	108	247	88	421	329
gene-FE838_RS12555	NZ_CP040530.1	3338078	3338533	-	456	bcp	274	49	53	112	112	33	53	16	111	93
gene-FE838_RS12560	NZ_CP040530.1	3338548	3339741	-	1194	NA	1120	173	171	326	308	119	216	57	336	294
gene-FE838_RS12565	NZ_CP040530.1	3339847	3341130	-	1284	NA	55	10	9	15	22	11	23	3	25	36
gene-FE838_RS12570	NZ_CP040530.1	3341276	3342064	+	789	NA	1733	614	487	809	848	699	660	81	489	680
gene-FE838_RS12575	NZ_CP040530.1	3342401	3344317	+	1917	dnaK	7896	2655	2897	5417	3680	3022	3921	266	1882	2912
gene-FE838_RS12580	NZ_CP040530.1	3344521	3345066	+	546	NA	7	3	0	5	3	1	6	0	4	7
gene-FE838_RS12585	NZ_CP040530.1	3345063	3346325	+	1263	NA	14	4	2	4	3	2	2	0	3	2
gene-FE838_RS12590	NZ_CP040530.1	3346640	3346993	+	354	NA	1	0	0	0	0	0	1	0	0	0
gene-FE838_RS12595	NZ_CP040530.1	3346990	3347589	+	600	NA	3	1	0	0	0	0	0	0	0	2
gene-FE838_RS12600	NZ_CP040530.1	3347540	3349342	+	1803	NA	8	0	3	2	1	2	1	0	0	0
gene-FE838_RS12605	NZ_CP040530.1	3349444	3349812	+	369	NA	1	1	0	0	2	2	1	0	0	0
gene-FE838_RS12610	NZ_CP040530.1	3349796	3350695	+	900	NA	1	0	0	0	1	0	0	0	1	0
gene-FE838_RS12615	NZ_CP040530.1	3350695	3351342	+	648	NA	2	0	1	0	0	0	0	0	0	0
gene-FE838_RS12620	NZ_CP040530.1	3351450	3352103	+	654	NA	3	0	1	1	2	2	1	0	0	2
gene-FE838_RS12625	NZ_CP040530.1	3352087	3353181	+	1095	NA	298	30	40	155	185	25	43	6	54	83
gene-FE838_RS24440	NZ_CP040530.1	3353240	3353887	-	648	NA	6	0	2	2	5	2	2	0	2	3
gene-FE838_RS24445	NZ_CP040530.1	3353963	3354208	-	246	NA	2	0	0	1	1	0	1	0	0	0
gene-FE838_RS12635	NZ_CP040530.1	3354283	3357444	-	3162	NA	540	132	82	163	176	31	66	18	109	89
gene-FE838_RS12640	NZ_CP040530.1	3357457	3360930	-	3474	NA	461	125	85	159	190	32	85	25	156	130
gene-FE838_RS12645	NZ_CP040530.1	3360963	3361667	-	705	NA	73	13	10	14	27	11	11	2	26	18
gene-FE838_RS12650	NZ_CP040530.1	3361684	3363225	-	1542	NA	413	116	87	220	190	24	53	17	105	115
gene-FE838_RS12655	NZ_CP040530.1	3363633	3365195	-	1563	NA	143	11	12	38	39	4	20	2	17	21
gene-FE838_RS12660	NZ_CP040530.1	3365236	3366570	-	1335	NA	48	4	7	11	15	2	7	1	8	7
gene-FE838_RS12665	NZ_CP040530.1	3366609	3368492	-	1884	NA	101	17	13	27	40	8	13	3	17	21
gene-FE838_RS12670	NZ_CP040530.1	3368508	3371957	-	3450	NA	183	16	14	34	60	21	24	4	12	29
gene-FE838_RS12675	NZ_CP040530.1	3372087	3373301	-	1215	NA	78	5	6	14	38	6	13	0	7	22
gene-FE838_RS12680	NZ_CP040530.1	3373384	3373977	-	594	NA	24	2	3	15	20	5	7	4	6	10
gene-FE838_RS12685	NZ_CP040530.1	3374229	3375248	-	1020	NA	27	24	11	16	39	12	13	1	11	20
gene-FE838_RS12690	NZ_CP040530.1	3375265	3375912	-	648	NA	28	7	10	16	35	8	11	1	7	20
gene-FE838_RS12695	NZ_CP040530.1	3375992	3376633	-	642	NA	8	1	0	0	0	0	1	0	0	0
gene-FE838_RS12700	NZ_CP040530.1	3377336	3377773	-	438	NA	24	5	12	18	21	5	9	0	9	9
gene-FE838_RS12705	NZ_CP040530.1	3377913	3379169	+	1257	NA	395	48	89	205	79	118	130	2	59	354
gene-FE838_RS12710	NZ_CP040530.1	3379220	3379771	+	552	NA	136	41	47	87	58	29	42	0	32	170
gene-FE838_RS12715	NZ_CP040530.1	3379768	3380610	+	843	NA	284	56	60	147	73	57	101	2	45	230
gene-FE838_RS12720	NZ_CP040530.1	3380626	3382167	+	1542	NA	377	96	78	208	155	80	124	2	57	291
gene-FE838_RS12725	NZ_CP040530.1	3382229	3382405	+	177	NA	133	24	12	34	14	15	15	6	32	33
gene-FE838_RS12730	NZ_CP040530.1	3382604	3383140	+	537	NA	16	408	40	56	38	5	6	3	62	32
gene-FE838_RS12735	NZ_CP040530.1	3383145	3383504	+	360	NA	14	218	31	25	21	4	2	1	40	11
gene-FE838_RS12740	NZ_CP040530.1	3383537	3384121	+	585	NA	91	3509	433	300	238	39	26	8	181	72
gene-FE838_RS12745	NZ_CP040530.1	3384438	3386012	+	1575	NA	156	697	99	128	101	57	46	5	57	39
gene-FE838_RS12750	NZ_CP040530.1	3386029	3386862	-	834	nfo	169	63	65	118	108	58	84	6	51	68
gene-FE838_RS12755	NZ_CP040530.1	3387222	3389843	-	2622	NA	24	6	6	10	11	4	14	2	10	12
gene-FE838_RS12760	NZ_CP040530.1	3389845	3391110	-	1266	NA	14	3	2	3	3	0	2	0	6	7
gene-FE838_RS12765	NZ_CP040530.1	3391148	3392101	-	954	NA	7	8	5	2	6	0	5	2	6	5
gene-FE838_RS12770	NZ_CP040530.1	3392262	3393890	-	1629	NA	10	15	7	11	18	2	10	2	14	13
gene-FE838_RS12775	NZ_CP040530.1	3393912	3395522	-	1611	NA	10	7	4	6	6	0	4	0	7	7
gene-FE838_RS12780	NZ_CP040530.1	3395634	3397634	-	2001	NA	54	30	12	22	43	8	13	5	30	38
gene-FE838_RS12785	NZ_CP040530.1	3397690	3398994	-	1305	NA	20	15	8	7	22	6	16	1	11	6
gene-FE838_RS12790	NZ_CP040530.1	3399179	3400852	-	1674	NA	43	32	10	22	26	7	16	3	13	21
gene-FE838_RS12795	NZ_CP040530.1	3400870	3404013	-	3144	NA	55	44	20	35	40	12	40	8	30	32
gene-FE838_RS12800	NZ_CP040530.1	3404038	3406218	-	2181	NA	38	19	11	16	26	7	14	3	17	25
gene-FE838_RS12805	NZ_CP040530.1	3406237	3408345	-	2109	NA	31	19	14	11	32	12	21	1	12	13
gene-FE838_RS12810	NZ_CP040530.1	3408771	3412832	-	4062	NA	1678	181	124	374	332	161	202	54	457	336
gene-FE838_RS12815	NZ_CP040530.1	3413003	3414373	-	1371	NA	1657	258	206	517	373	59	226	87	388	267
gene-FE838_RS12820	NZ_CP040530.1	3414519	3416348	+	1830	NA	188	49	28	76	161	35	43	4	50	44
gene-FE838_RS12825	NZ_CP040530.1	3416353	3417039	+	687	NA	120	54	23	55	129	24	39	6	31	24
gene-FE838_RS12830	NZ_CP040530.1	3417599	3420046	-	2448	NA	12033	1979	1181	2455	573	131	150	148	638	411
gene-FE838_RS12835	NZ_CP040530.1	3420057	3421118	-	1062	NA	4693	627	478	846	219	82	67	52	281	171
gene-FE838_RS12840	NZ_CP040530.1	3421129	3422841	-	1713	NA	5491	920	656	1134	385	101	105	92	366	271
gene-FE838_RS12845	NZ_CP040530.1	3422853	3424466	-	1614	NA	2781	614	458	674	307	103	67	82	281	202
gene-FE838_RS12850	NZ_CP040530.1	3424478	3427456	-	2979	NA	3713	776	625	1185	559	166	128	124	573	408
gene-FE838_RS12855	NZ_CP040530.1	3427459	3427683	-	225	NA	96	2	4	15	9	0	1	2	27	8
gene-FE838_RS12860	NZ_CP040530.1	3427799	3431326	-	3528	NA	160	31	25	43	66	14	30	7	54	42
gene-FE838_RS12865	NZ_CP040530.1	3431477	3432028	+	552	NA	394	165	92	272	329	57	54	20	125	123
gene-FE838_RS12870	NZ_CP040530.1	3432164	3433342	+	1179	NA	30	11	9	22	44	4	26	2	18	27
gene-FE838_RS12875	NZ_CP040530.1	3433566	3434009	+	444	NA	398	170	314	439	335	304	239	10	66	140
gene-FE838_RS12880	NZ_CP040530.1	3434055	3434555	+	501	NA	688	273	305	693	457	270	292	17	117	194
gene-FE838_RS12885	NZ_CP040530.1	3434608	3435816	-	1209	NA	634	245	188	379	385	191	330	17	177	344
gene-FE838_RS12890	NZ_CP040530.1	3435834	3436886	-	1053	corA	147	48	33	63	83	26	42	6	37	50
gene-FE838_RS12895	NZ_CP040530.1	3436975	3439476	-	2502	NA	346	112	48	122	77	39	62	26	138	96
gene-FE838_RS12900	NZ_CP040530.1	3439609	3439693	+	85	NA	1465	169	42	417	287	90	139	76	294	192
gene-FE838_RS12905	NZ_CP040530.1	3440522	3442099	-	1578	NA	197	87	38	111	154	8	32	13	96	51
gene-FE838_RS12910	NZ_CP040530.1	3442164	3444602	-	2439	NA	551	128	103	209	230	39	85	28	206	120
gene-FE838_RS12915	NZ_CP040530.1	3444805	3446376	-	1572	NA	17	43	21	25	94	7	11	3	31	30
gene-FE838_RS12920	NZ_CP040530.1	3446431	3449118	-	2688	NA	77	78	60	62	120	16	32	1	92	97
gene-FE838_RS12925	NZ_CP040530.1	3449313	3449828	-	516	NA	4	0	1	3	9	0	3	0	2	5
gene-FE838_RS24450	NZ_CP040530.1	3449839	3450079	-	241	NA	1	1	0	1	1	1	0	0	0	0
gene-FE838_RS12930	NZ_CP040530.1	3450738	3451802	-	1065	NA	94	72	94	132	85	46	29	1	32	24
gene-FE838_RS12935	NZ_CP040530.1	3451859	3453826	-	1968	pulA	223	165	195	287	166	71	48	4	33	35
gene-FE838_RS12940	NZ_CP040530.1	3454124	3455569	+	1446	NA	713	588	660	770	813	401	367	18	133	256
gene-FE838_RS12945	NZ_CP040530.1	3455686	3456609	+	924	rlmF	193	49	45	63	70	46	58	15	41	53
gene-FE838_RS12950	NZ_CP040530.1	3456899	3459892	+	2994	NA	61	14	5	23	21	11	10	4	9	13
gene-FE838_RS12955	NZ_CP040530.1	3460130	3461239	+	1110	NA	1	0	0	1	0	1	0	0	0	0
gene-FE838_RS12960	NZ_CP040530.1	3461246	3464353	+	3108	NA	21	9	6	10	8	3	5	1	4	2
gene-FE838_RS12965	NZ_CP040530.1	3464331	3465581	+	1251	NA	2	0	1	2	1	0	0	0	0	2
gene-FE838_RS24455	NZ_CP040530.1	3465667	3465772	-	106	NA	0	0	0	1	0	0	0	0	0	0
gene-FE838_RS12970	NZ_CP040530.1	3465918	3466685	+	768	NA	70	32	43	64	59	12	31	4	14	32
gene-FE838_RS12975	NZ_CP040530.1	3467064	3468833	+	1770	NA	267	95	64	270	408	18	33	19	83	90
gene-FE838_RS12980	NZ_CP040530.1	3468904	3469266	+	363	NA	242	70	63	139	193	144	217	12	59	152
gene-FE838_RS12985	NZ_CP040530.1	3469351	3470583	+	1233	NA	916	394	330	496	543	233	507	58	262	448
gene-FE838_RS12990	NZ_CP040530.1	3470580	3471692	+	1113	NA	597	179	92	272	238	123	199	32	166	236
gene-FE838_RS12995	NZ_CP040530.1	3471712	3473379	+	1668	menD	829	241	152	337	288	112	264	32	272	224
gene-FE838_RS13000	NZ_CP040530.1	3473383	3474207	+	825	menB	403	174	89	157	183	56	148	31	139	136
gene-FE838_RS13005	NZ_CP040530.1	3474211	3475236	+	1026	NA	385	126	76	135	156	48	112	28	135	106
gene-FE838_RS13010	NZ_CP040530.1	3475236	3476339	+	1104	NA	168	60	12	41	59	14	47	8	60	37
gene-FE838_RS13015	NZ_CP040530.1	3476313	3476882	-	570	NA	23	6	7	21	17	12	10	5	8	20
gene-FE838_RS13020	NZ_CP040530.1	3477107	3478030	+	924	NA	723	97	98	325	265	27	52	17	128	93
gene-FE838_RS13025	NZ_CP040530.1	3478280	3481579	+	3300	NA	738	198	217	429	102	8	23	23	107	57
gene-FE838_RS13030	NZ_CP040530.1	3481604	3483199	+	1596	NA	241	91	125	262	41	1	8	8	44	21
gene-FE838_RS13035	NZ_CP040530.1	3483242	3484183	+	942	NA	110	55	68	150	36	3	3	5	29	19
gene-FE838_RS13040	NZ_CP040530.1	3484204	3485415	+	1212	NA	142	64	76	179	47	5	12	4	30	27
gene-FE838_RS13045	NZ_CP040530.1	3485445	3486395	+	951	NA	251	78	91	308	95	13	13	9	62	47
gene-FE838_RS13050	NZ_CP040530.1	3486458	3487204	+	747	NA	34	32	23	46	10	1	5	3	8	2
gene-FE838_RS13055	NZ_CP040530.1	3487281	3489164	+	1884	NA	396	160	142	325	266	50	65	32	128	96
gene-FE838_RS13060	NZ_CP040530.1	3489511	3491862	+	2352	NA	414	82	75	383	282	18	60	26	84	82
gene-FE838_RS13065	NZ_CP040530.1	3491968	3492444	-	477	NA	14	8	5	7	6	6	123	34	300	50
gene-FE838_RS13070	NZ_CP040530.1	3492581	3493507	+	927	NA	148	40	38	54	61	15	26	4	53	32
gene-FE838_RS13075	NZ_CP040530.1	3493514	3494446	-	933	NA	112	4	3	5	3	6	5	9	33	8
gene-FE838_RS13080	NZ_CP040530.1	3494568	3495257	+	690	NA	674	832	566	950	1283	156	294	18	166	443
gene-FE838_RS13085	NZ_CP040530.1	3495376	3496098	-	723	NA	212	201	203	279	295	56	44	7	124	172
gene-FE838_RS13090	NZ_CP040530.1	3496278	3496826	+	549	NA	444	555	217	462	363	53	54	7	96	200
gene-FE838_RS13095	NZ_CP040530.1	3496835	3498091	+	1257	NA	1260	1105	527	1064	806	86	129	26	237	304
gene-FE838_RS13100	NZ_CP040530.1	3498272	3498859	+	588	NA	9	4	4	4	7	4	9	3	4	12
gene-FE838_RS13105	NZ_CP040530.1	3498933	3499910	+	978	NA	16	12	6	9	19	5	9	1	10	10
gene-FE838_RS13110	NZ_CP040530.1	3500081	3503500	+	3420	NA	23	18	15	20	45	5	18	3	16	20
gene-FE838_RS13115	NZ_CP040530.1	3503513	3504856	+	1344	NA	6	5	6	14	7	3	7	0	5	11
gene-FE838_RS13120	NZ_CP040530.1	3504878	3507409	+	2532	NA	27	21	24	25	39	4	15	1	10	16
gene-FE838_RS13125	NZ_CP040530.1	3507424	3508344	+	921	NA	6	4	0	3	14	2	9	1	3	9
gene-FE838_RS13130	NZ_CP040530.1	3508360	3509718	+	1359	NA	9	4	2	4	12	4	0	0	0	4
gene-FE838_RS24625	NZ_CP040530.1	3509836	3509970	+	135	NA	0	0	1	0	0	0	0	0	0	1
gene-FE838_RS13135	NZ_CP040530.1	3509988	3510242	+	255	NA	12	1	3	7	6	2	5	0	6	5
gene-FE838_RS24460	NZ_CP040530.1	3510399	3510665	-	267	NA	59	12	8	30	28	11	12	0	9	14
gene-FE838_RS13145	NZ_CP040530.1	3510832	3511164	+	333	NA	46	15	15	35	80	18	19	2	15	66
gene-FE838_RS13150	NZ_CP040530.1	3511145	3511450	+	306	NA	203	43	70	125	141	30	35	5	38	100
gene-FE838_RS13155	NZ_CP040530.1	3511520	3513634	-	2115	NA	35	25	23	25	53	5	8	1	12	12
gene-FE838_RS13160	NZ_CP040530.1	3513721	3513951	-	231	NA	3	3	1	4	6	0	0	0	0	0
gene-FE838_RS13165	NZ_CP040530.1	3514145	3514648	+	504	NA	1	0	0	0	0	0	0	0	0	0
gene-FE838_RS13170	NZ_CP040530.1	3514708	3514875	+	168	NA	2	0	1	0	0	0	0	0	0	0
gene-FE838_RS13175	NZ_CP040530.1	3514862	3515311	+	450	NA	12	0	0	0	1	0	0	1	2	1
gene-FE838_RS13180	NZ_CP040530.1	3515304	3516029	-	726	pflA	101	15	2	8	9	6	22	7	55	16
gene-FE838_RS13185	NZ_CP040530.1	3516046	3518274	-	2229	pflB	1537	116	88	183	130	58	353	162	989	315
gene-FE838_RS13190	NZ_CP040530.1	3518515	3518599	+	85	NA	600	92	28	125	91	29	40	73	100	67
gene-FE838_RS13195	NZ_CP040530.1	3518840	3520063	+	1224	NA	103	10	6	14	6	5	5	7	26	11
gene-FE838_RS13200	NZ_CP040530.1	3520242	3521237	-	996	NA	43	18	7	25	28	9	11	1	18	12
gene-FE838_RS13205	NZ_CP040530.1	3521950	3523338	-	1389	NA	20	3	9	8	33	14	24	6	13	24
gene-FE838_RS24465	NZ_CP040530.1	3523657	3523948	-	292	NA	1	0	0	0	0	0	1	0	0	0
gene-FE838_RS13215	NZ_CP040530.1	3524165	3524413	+	249	NA	10	0	1	0	1	1	2	0	0	1
gene-FE838_RS13220	NZ_CP040530.1	3524803	3526080	-	1278	NA	94	24	22	41	30	35	37	1	5	16
gene-FE838_RS13225	NZ_CP040530.1	3526470	3530138	+	3669	NA	315	108	102	158	265	39	70	20	93	93
gene-FE838_RS13230	NZ_CP040530.1	3530655	3530951	+	297	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13235	NZ_CP040530.1	3530957	3531286	+	330	NA	2	0	0	0	0	0	0	0	2	0
gene-FE838_RS13240	NZ_CP040530.1	3531449	3532471	-	1023	NA	0	0	1	1	0	0	1	0	0	0
gene-FE838_RS13245	NZ_CP040530.1	3532553	3536515	-	3963	NA	2	1	0	1	2	0	0	0	0	0
gene-FE838_RS13250	NZ_CP040530.1	3536669	3536848	-	180	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13255	NZ_CP040530.1	3536838	3537281	-	444	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13260	NZ_CP040530.1	3537393	3538688	-	1296	NA	2	5	1	1	2	0	1	0	1	1
gene-FE838_RS13265	NZ_CP040530.1	3539117	3539335	+	219	NA	74	8	12	33	47	20	25	2	21	33
gene-FE838_RS13270	NZ_CP040530.1	3539335	3540543	+	1209	NA	337	83	80	153	190	98	112	24	110	170
gene-FE838_RS13275	NZ_CP040530.1	3540546	3543158	+	2613	NA	193	69	65	84	220	89	122	34	102	171
gene-FE838_RS13280	NZ_CP040530.1	3543155	3543850	+	696	NA	17	2	2	10	49	33	33	9	9	31
gene-FE838_RS13285	NZ_CP040530.1	3543855	3544586	+	732	NA	36	11	7	14	40	21	24	15	18	25
gene-FE838_RS13290	NZ_CP040530.1	3544717	3546744	-	2028	NA	90	17	4	22	14	5	8	4	11	15
gene-FE838_RS13295	NZ_CP040530.1	3546788	3547969	-	1182	NA	7	3	0	1	1	2	1	0	2	1
gene-FE838_RS24290	NZ_CP040530.1	3548118	3548540	-	423	NA	10	2	0	2	5	0	3	0	2	1
gene-FE838_RS24630	NZ_CP040530.1	3549277	3549369	+	93	NA	0	1	0	1	0	0	0	0	0	0
gene-FE838_RS13310	NZ_CP040530.1	3549433	3549573	+	141	NA	0	0	0	0	1	0	0	0	0	0
gene-FE838_RS13315	NZ_CP040530.1	3549637	3550047	+	411	NA	1	1	0	1	1	0	0	0	0	1
gene-FE838_RS13320	NZ_CP040530.1	3550050	3550544	+	495	NA	0	0	1	1	0	0	0	0	0	0
gene-FE838_RS13325	NZ_CP040530.1	3550548	3551480	+	933	NA	1	0	0	1	1	0	0	1	0	1
gene-FE838_RS13330	NZ_CP040530.1	3551809	3552264	+	456	NA	0	1	1	0	0	1	0	0	0	0
gene-FE838_RS13335	NZ_CP040530.1	3552286	3552714	+	429	NA	2	1	2	2	4	0	1	1	0	3
gene-FE838_RS13340	NZ_CP040530.1	3552987	3553286	+	300	NA	0	0	1	1	1	0	0	0	0	2
gene-FE838_RS13345	NZ_CP040530.1	3553311	3553631	+	321	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13355	NZ_CP040530.1	3553635	3556139	+	2505	NA	0	1	0	3	4	0	1	0	1	1
gene-FE838_RS24635	NZ_CP040530.1	3556162	3556293	+	132	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13360	NZ_CP040530.1	3556294	3556569	+	276	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13370	NZ_CP040530.1	3556601	3557203	+	603	NA	0	1	0	0	0	0	0	0	0	0
gene-FE838_RS13375	NZ_CP040530.1	3557232	3558245	+	1014	traJ	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13380	NZ_CP040530.1	3558276	3558899	+	624	traK	0	0	0	1	0	0	0	0	0	0
gene-FE838_RS13385	NZ_CP040530.1	3558889	3559179	+	291	NA	0	0	1	0	0	0	0	0	0	0
gene-FE838_RS13390	NZ_CP040530.1	3559163	3560008	+	846	NA	0	1	0	0	1	0	0	0	0	0
gene-FE838_RS13395	NZ_CP040530.1	3560021	3560425	+	405	traM	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13400	NZ_CP040530.1	3560430	3561329	+	900	traN	1	0	0	0	1	0	0	0	0	0
gene-FE838_RS13405	NZ_CP040530.1	3561348	3561938	+	591	NA	1	0	0	0	0	0	0	0	1	0
gene-FE838_RS13410	NZ_CP040530.1	3561964	3562425	+	462	NA	4	2	0	2	3	0	1	0	0	0
gene-FE838_RS13415	NZ_CP040530.1	3562582	3563493	+	912	NA	69	60	33	70	84	8	11	2	46	36
gene-FE838_RS13420	NZ_CP040530.1	3563515	3563976	-	462	NA	68	16	7	18	21	3	12	0	19	15
gene-FE838_RS13425	NZ_CP040530.1	3564336	3564575	-	240	NA	2	1	0	0	0	0	0	0	0	0
gene-FE838_RS13430	NZ_CP040530.1	3564706	3566640	-	1935	NA	4	1	1	2	3	1	4	0	0	0
gene-FE838_RS13435	NZ_CP040530.1	3566667	3567257	-	591	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS13440	NZ_CP040530.1	3567319	3568332	-	1014	NA	2	0	0	2	0	2	0	0	1	1
gene-FE838_RS13445	NZ_CP040530.1	3568365	3568658	-	294	NA	1	0	1	0	0	0	0	0	0	0
gene-FE838_RS13450	NZ_CP040530.1	3569519	3570451	+	933	NA	14	2	2	5	8	0	1	1	1	4
gene-FE838_RS13455	NZ_CP040530.1	3570467	3571690	+	1224	NA	7	5	1	6	3	3	3	0	5	3
gene-FE838_RS13460	NZ_CP040530.1	3571749	3572384	-	636	NA	2	0	0	0	0	1	1	0	0	0
gene-FE838_RS13465	NZ_CP040530.1	3572991	3574070	+	1080	NA	14	7	7	9	5	2	3	0	6	3
gene-FE838_RS13470	NZ_CP040530.1	3574310	3577447	+	3138	NA	9	0	1	3	3	0	1	0	1	1
gene-FE838_RS13475	NZ_CP040530.1	3577495	3578808	+	1314	NA	24	11	11	16	17	4	9	0	7	5
gene-FE838_RS13480	NZ_CP040530.1	3578881	3579876	+	996	NA	5	3	1	2	2	0	0	0	0	2
gene-FE838_RS13485	NZ_CP040530.1	3579970	3580746	+	777	NA	1	0	0	2	1	1	1	0	1	0
gene-FE838_RS13490	NZ_CP040530.1	3580881	3581549	+	669	NA	0	1	0	1	0	0	0	0	0	0
gene-FE838_RS13495	NZ_CP040530.1	3581798	3582094	+	297	rpsQ	1	0	0	0	0	0	0	0	0	1
gene-FE838_RS13500	NZ_CP040530.1	3582186	3582632	+	447	NA	1	0	1	1	0	1	1	0	1	1
gene-FE838_RS13505	NZ_CP040530.1	3582899	3583072	+	174	NA	305	215	180	289	386	102	96	10	62	150
gene-FE838_RS13510	NZ_CP040530.1	3583056	3583601	+	546	NA	95	27	25	46	49	14	29	7	31	22
gene-FE838_RS13515	NZ_CP040530.1	3583730	3584839	+	1110	pstS	14	1	1	2	3	4	3	0	2	3
